#Downloaded 28 Jan 2017 - ensembl GrCh37 biomart http://grch37.ensembl.org/biomart/martview/7137c8b25d15c013f241a06dab9bdb9f
GeneID	GeneStart	GeneEnd	Strand	AssociatedGeneName	HGNCsymbol	Chromosome_scaffold name
ENSG00000178257	11367144	11367452	-1	PRM3	PRM3	16
ENSG00000163352	154966062	154966791	1	LENEP	LENEP	1
ENSG00000196233	98592017	98740800	1	LCOR	LCOR	10
ENSG00000122304	11369496	11370337	-1	PRM2	PRM2	16
ENSG00000146281	89855769	89875284	1	PM20D2	PM20D2	6
ENSG00000105270	36505562	36524245	-1	CLIP3	CLIP3	19
ENSG00000065534	123328896	123603178	-1	MYLK	MYLK	3
ENSG00000131061	32319463	32380075	1	ZNF341	ZNF341	20
ENSG00000154451	89724633	89738544	-1	GBP5	GBP5	1
ENSG00000175646	11374693	11375207	-1	PRM1	PRM1	16
ENSG00000235034	51152702	51162567	1	C19orf81	C19orf81	19
ENSG00000113088	54320081	54330398	1	GZMK	GZMK	5
ENSG00000176842	54964774	54968397	1	IRX5	IRX5	16
ENSG00000169006	11798304	11810290	-1	NTSR2	NTSR2	2
ENSG00000229295	33197846	33209127	1	HLA-DPB1	HLA-DPB1	HSCHR6_MHC_MANN
ENSG00000165496	47120222	47121028	-1	RPL10L	RPL10L	14
ENSG00000146276	89887220	89940997	-1	GABRR1	GABRR1	6
ENSG00000130177	115000362	115038198	1	CDC16	CDC16	13
ENSG00000145649	54398476	54406080	1	GZMA	GZMA	5
ENSG00000204640	101086944	101099742	1	NMS	NMS	2
ENSG00000153253	165944032	166060577	-1	SCN3A	SCN3A	2
ENSG00000159387	55357672	55364672	1	IRX6	IRX6	16
ENSG00000071677	238475217	238475818	1	PRLH	PRLH	2
ENSG00000160685	154975127	154990998	1	ZBTB7B	ZBTB7B	1
ENSG00000115539	101179152	101193197	1	PDCL3	PDCL3	2
ENSG00000121644	244816237	244872335	1	DESI2	DESI2	1
ENSG00000188897	11453702	11617444	-1	CTD-3088G3.8		16
ENSG00000175166	184016497	184026842	1	PSMD2	PSMD2	3
ENSG00000163508	27757440	27764206	-1	EOMES	EOMES	3
ENSG00000183347	89829617	89852020	1	GBP6	GBP6	1
ENSG00000140961	83981887	83999937	1	OSGIN1	OSGIN1	16
ENSG00000112799	6588341	6655216	1	LY86	LY86	6
ENSG00000203667	244998624	245008359	1	COX20	COX20	1
ENSG00000124839	238482965	238510257	-1	RAB17	RAB17	2
ENSG00000139915	47308826	48144157	-1	MDGA2	MDGA2	14
ENSG00000179933	23563974	23569665	1	C14orf119	C14orf119	14
ENSG00000260069	34493132	34503984	-1	TBC1D3B	TBC1D3B	HG75_PATCH
ENSG00000175575	73587744	73638790	1	PAAF1	PAAF1	11
ENSG00000161681	51165084	51222707	-1	SHANK1	SHANK1	19
ENSG00000134668	32256023	32281652	-1	SPOCD1	SPOCD1	1
ENSG00000229937	18066405	18067486	-1	PRPS1L1	PRPS1L1	7
ENSG00000174429	107771711	107782473	-1	ABRA	ABRA	8
ENSG00000148634	69681665	69835105	-1	HERC4	HERC4	10
ENSG00000099625	1228286	1238026	-1	C19orf26	C19orf26	19
ENSG00000164287	54408799	54469005	-1	CDC20B	CDC20B	5
ENSG00000120885	27454434	27472548	-1	CLU	CLU	8
ENSG00000196730	90112143	90323548	1	DAPK1	DAPK1	9
ENSG00000234032	30954577	30972803	1	VARS2		HSCHR6_MHC_MCF
ENSG00000103154	84002237	84036381	1	NECAB2	NECAB2	16
ENSG00000197147	89990395	90063423	1	LRRC8B	LRRC8B	1
ENSG00000234949	238499663	238504624	1	AC104667.3		2
ENSG00000134324	11817721	11967535	1	LPIN1	LPIN1	2
ENSG00000169062	115047059	115071283	1	UPF3A	UPF3A	13
ENSG00000136274	45120037	45128513	-1	NACAD	NACAD	7
ENSG00000170485	101436614	101613291	1	NPAS2	NPAS2	2
ENSG00000169375	75661720	75748183	-1	SIN3A	SIN3A	15
ENSG00000154188	108261721	108510283	-1	ANGPT1	ANGPT1	8
ENSG00000099624	1241749	1244824	1	ATP5D	ATP5D	19
ENSG00000169876	100663353	100702020	1	MUC17	MUC17	7
ENSG00000171488	90098631	90235462	1	LRRC8C	LRRC8C	1
ENSG00000182732	72399156	73030654	1	RGS6	RGS6	14
ENSG00000203876	111701029	111713649	-1	RP11-451M19.3		10
ENSG00000161277	36525887	36545664	-1	THAP8	THAP8	19
ENSG00000153187	245014468	245027844	-1	HNRNPU	HNRNPU	1
ENSG00000271949	90098699	90398809	1	RP11-302M6.4		1
ENSG00000179562	127220672	127233665	-1	GCC1	GCC1	7
ENSG00000087245	55423612	55540603	1	MMP2	MMP2	16
ENSG00000176984	120039685	120042387	1	AP000679.2		11
ENSG00000197043	150480273	150537443	-1	ANXA6	ANXA6	5
ENSG00000198824	115079988	115092796	1	CHAMP1	CHAMP1	13
ENSG00000163354	154990996	155006257	-1	DCST2	DCST2	1
ENSG00000155640	98741041	98745582	1	C10orf12	C10orf12	10
ENSG00000184232	120081475	120101041	1	OAF	OAF	11
ENSG00000131686	9005926	9035151	1	CA6	CA6	1
ENSG00000215604	19041312	19059588	-1	ZNF962P	ZNF962P	13
ENSG00000166558	84043272	84076241	-1	SLC38A8	SLC38A8	16
ENSG00000067082	3818188	3827473	-1	KLF6	KLF6	10
ENSG00000270496	19066044	19066559	1	BNIP3P7	BNIP3P7	13
ENSG00000124831	238536219	238722325	1	LRRFIP1	LRRFIP1	2
ENSG00000231238	19114637	19124837	1	LINC00349	LINC00349	13
ENSG00000233905	19183272	19183842	1	LONRF2P2	LONRF2P2	13
ENSG00000236669	157318477	157320019	1	AC006372.1		7
ENSG00000229788	19184438	19185815	-1	LINC00388	LINC00388	13
ENSG00000149090	35453370	35551848	-1	PAMR1	PAMR1	11
ENSG00000139173	44229770	44783545	1	TMEM117	TMEM117	12
ENSG00000171492	90286573	90402170	1	LRRC8D	LRRC8D	1
ENSG00000235876	19239375	19241361	1	FEM1AP4	FEM1AP4	13
ENSG00000227333	31829721	31847649	-1	EHMT2	EHMT2	HSCHR6_MHC_DBB
ENSG00000231914	19246967	19250303	1	LINC00387	LINC00387	13
ENSG00000125409	15207128	15244958	-1	TEKT3	TEKT3	17
ENSG00000226361	19254634	19255846	1	TERF1P5	TERF1P5	13
ENSG00000136270	45139699	45151646	-1	TBRG4	TBRG4	7
ENSG00000102243	135614311	135638966	1	VGLL1	VGLL1	X
ENSG00000228797	19271143	19271647	1	FAM207BP	FAM207BP	13
ENSG00000236169	19292907	19293869	-1	LINC00418	LINC00418	13
ENSG00000230931	19298555	19299044	-1	GXYLT1P1	GXYLT1P1	13
ENSG00000197241	9063359	9086404	-1	SLC2A7	SLC2A7	1
ENSG00000189067	11641853	11730237	-1	LITAF	LITAF	16
ENSG00000204718	19300846	19301554	1	CNN2P12	CNN2P12	13
ENSG00000137709	120107349	120190653	1	POU2F3	POU2F3	11
ENSG00000215217	7830491	7851603	-1	C5orf49	C5orf49	5
ENSG00000227784	19308220	19309036	1	ZNF965P	ZNF965P	13
ENSG00000244155	19315870	19316858	-1	CYP4F34P	CYP4F34P	13
ENSG00000227568	19381419	19382158	-1	SNX18P26	SNX18P26	13
ENSG00000173812	39845137	39848920	1	EIF1	EIF1	17
ENSG00000225016	19383970	19384188	1	LINC00328-2P	LINC00328-2P	13
ENSG00000148700	111756126	111895323	1	ADD3	ADD3	10
ENSG00000181191	68380694	68385636	-1	PJA1	PJA1	X
ENSG00000206192	19390858	19446107	-1	ANKRD20A9P	ANKRD20A9P	13
ENSG00000235439	31487943	31500172	-1	DDX39B	DDX39B	HSCHR6_MHC_SSTO
ENSG00000269891	98757795	99052413	-1	ARHGAP19-SLIT1	ARHGAP19-SLIT1	10
ENSG00000242756	19411908	19412238	-1	RHOT1P3	RHOT1P3	13
ENSG00000227332	19433967	19434882	1	RP11-38M15.11		13
ENSG00000223024	19443325	19443431	-1	RNU6-55P	RNU6-55P	13
ENSG00000205420	52880958	52887041	-1	KRT6A	KRT6A	12
ENSG00000206787	19454194	19454297	1	RNU6-76P	RNU6-76P	13
ENSG00000101421	32399110	32442172	1	CHMP4B	CHMP4B	20
ENSG00000111341	15034115	15038860	-1	MGP	MGP	12
ENSG00000235500	19466400	19469370	-1	SNX19P2	SNX19P2	13
ENSG00000198363	62413116	62627155	-1	ASPH	ASPH	8
ENSG00000226250	19479579	19481950	1	LINC00408	LINC00408	13
ENSG00000231358	19496029	19497905	-1	RP11-442J17.3		13
ENSG00000226057	19520895	19636858	-1	PHF2P2	PHF2P2	13
ENSG00000130054	68725084	68752351	1	FAM155B	FAM155B	X
ENSG00000147655	108911544	109095913	-1	RSPO2	RSPO2	8
ENSG00000269210	39186764	39187483	-1	AC019171.1		2
ENSG00000105472	51226586	51228974	1	CLEC11A	CLEC11A	19
ENSG00000162664	90460671	90501090	1	ZNF326	ZNF326	1
ENSG00000272195	245132652	245134390	-1	RP11-156E8.1		1
ENSG00000075702	36545783	36596008	1	WDR62	WDR62	19
ENSG00000139055	15066969	15092016	-1	ERP27	ERP27	12
ENSG00000232685	19582399	19586699	1	LINC00442	LINC00442	13
ENSG00000181264	120195838	120204391	1	TMEM136	TMEM136	11
ENSG00000100784	91336799	91526980	-1	RPS6KA5	RPS6KA5	14
ENSG00000167470	1248552	1259142	1	MIDN	MIDN	19
ENSG00000229375	19589627	19593476	-1	USP24P1	USP24P1	13
ENSG00000142511	51273721	51274989	1	GPR32	GPR32	19
ENSG00000187721	19600138	19606766	-1	GTF2IP3	GTF2IP3	13
ENSG00000135047	90340434	90346308	1	CTSL	CTSL	9
ENSG00000142583	9095166	9148537	-1	SLC2A5	SLC2A5	1
ENSG00000142513	51293672	51298481	1	ACPT	ACPT	19
ENSG00000226619	19601977	19602841	1	RP11-301J16.7		13
ENSG00000213741	50043390	50065408	-1	RPS29	RPS29	14
ENSG00000252287	19662627	19662721	1	RNA5SP24	RNA5SP24	13
ENSG00000224778	19700539	19713751	1	CENPIP1	CENPIP1	13
ENSG00000102245	135730352	135742549	1	CD40LG	CD40LG	X
ENSG00000158813	68835911	69259319	1	EDA	EDA	X
ENSG00000252675	19717122	19717217	1	RNU6-52P	RNU6-52P	13
ENSG00000234894	19725694	19726447	-1	RP11-408E5.6		13
ENSG00000004059	127228399	127231759	1	ARF5	ARF5	7
ENSG00000229147	19726707	19745334	-1	SMPD4P2	SMPD4P2	13
ENSG00000124275	7851299	7906138	1	MTRR	MTRR	5
ENSG00000179431	35639735	35642419	1	FJX1	FJX1	11
ENSG00000227879	19775777	19801572	-1	PSPC1P1	PSPC1P1	13
ENSG00000111348	15094951	15114662	-1	ARHGDIB	ARHGDIB	12
ENSG00000232243	19836937	19838013	-1	RP11-408E5.5		13
ENSG00000203666	245133007	245290466	1	EFCAB2	EFCAB2	1
ENSG00000166326	35684353	35829775	1	TRIM44	TRIM44	11
ENSG00000143032	91177096	91182794	-1	BARHL2	BARHL2	1
ENSG00000237636	19864733	19918965	-1	ANKRD26P3	ANKRD26P3	13
ENSG00000125970	32581452	32696114	1	RALY	RALY	20
ENSG00000105613	12944765	12985765	1	MAST1	MAST1	19
ENSG00000215349	19878733	19879765	-1	MRPL3P1	MRPL3P1	13
ENSG00000236834	19919189	19920889	1	LINC00421	LINC00421	13
ENSG00000224976	19923277	19982102	1	PARP4P2	PARP4P2	13
ENSG00000184007	32372022	32410457	-1	PTP4A2	PTP4A2	1
ENSG00000231184	19956348	19957525	1	FAM58DP	FAM58DP	13
ENSG00000229791	19982182	19983669	-1	RP11-385E5.5		13
ENSG00000237164	19985371	19990328	1	SLC25A15P2	SLC25A15P2	13
ENSG00000223625	20032538	20032858	-1	CYCSP32	CYCSP32	13
ENSG00000152082	130939310	130948302	1	MZT2B	MZT2B	2
ENSG00000169871	100728720	100735017	1	TRIM56	TRIM56	7
ENSG00000272636	5810	31427	-1	DOC2B	DOC2B	17
ENSG00000232894	20126711	20144428	-1	MRPS31P2	MRPS31P2	13
ENSG00000215572	20134153	20135409	-1	ESRRAP1	ESRRAP1	13
ENSG00000238132	20137729	20139040	-1	CASC4P1	CASC4P1	13
ENSG00000155093	157331750	158380480	-1	PTPRN2	PTPRN2	7
ENSG00000167747	51300961	51308186	-1	C19orf48	C19orf48	19
ENSG00000225316	20161258	20162490	1	LINC00350	LINC00350	13
ENSG00000185129	139487362	139496321	1	PURA	PURA	5
ENSG00000257110	20247071	20247197	-1	AL354808.1		13
ENSG00000100227	42979727	43010968	-1	POLDIP3	POLDIP3	22
ENSG00000226352	20248764	20250024	1	RP11-523H24.3		13
ENSG00000268852	80214131	80216080	1	AC132872.2		17
ENSG00000265624	20311117	20311394	-1	RN7SL166P	RN7SL166P	13
ENSG00000157240	90893783	90898123	1	FZD1	FZD1	7
ENSG00000109501	6271576	6304992	1	WFS1	WFS1	4
ENSG00000108443	57970447	58027925	1	RPS6KB1	RPS6KB1	17
ENSG00000233469	20392261	20392759	-1	ST6GALNAC4P1	ST6GALNAC4P1	13
ENSG00000115904	39208537	39351486	-1	SOS1	SOS1	2
ENSG00000182700	139505521	139508391	1	IGIP	IGIP	5
ENSG00000223576	20415967	20417812	1	RP11-61K9.2		13
ENSG00000238665	20449327	20449425	1	snoU13		13
ENSG00000266230	20504944	20505031	-1	AL591925.1		13
ENSG00000237672	20644390	20646276	-1	KRR1P1	KRR1P1	13
ENSG00000129675	135747706	135864247	-1	ARHGEF6	ARHGEF6	X
ENSG00000236076	20676840	20677369	1	LINC01072	LINC01072	13
ENSG00000187726	73661364	73681411	1	DNAJB13	DNAJB13	11
ENSG00000120306	139554227	139661637	1	CYSTM1	CYSTM1	5
ENSG00000226633	20753117	20753601	-1	PPIAP28	PPIAP28	13
ENSG00000260131	20755670	20756081	1	LINC00556	LINC00556	13
ENSG00000048052	18126572	19042039	1	HDAC9	HDAC9	7
ENSG00000263978	21007917	21007985	-1	MIR4499	MIR4499	13
ENSG00000173762	80272744	80275478	-1	CD7	CD7	17
ENSG00000238286	21181407	21182270	1	SLC35E1P1	SLC35E1P1	13
ENSG00000222726	21186300	21186477	1	RNU2-7P	RNU2-7P	13
ENSG00000265710	21277842	21277922	1	AL161772.1		13
ENSG00000105612	12986025	12992282	-1	DNASE2	DNASE2	19
ENSG00000203614	21286570	21288285	1	AL512652.1		13
ENSG00000140943	84087368	84150511	-1	MBTPS1	MBTPS1	16
ENSG00000164294	54455946	54462899	1	GPX8	GPX8	5
ENSG00000260199	34522245	34524134	-1	CCL3L3	CCL3L3	HG75_PATCH
ENSG00000122482	91380859	91487829	-1	ZNF644	ZNF644	1
ENSG00000233524	21321174	21322196	-1	RANP8	RANP8	13
ENSG00000090530	189674517	189840226	-1	LEPREL1	LEPREL1	3
ENSG00000186081	52908359	52914471	-1	KRT5	KRT5	12
ENSG00000179241	35965531	36253686	1	LDLRAD3	LDLRAD3	11
ENSG00000165671	176560026	176727216	1	NSD1	NSD1	5
ENSG00000236704	21495803	21497372	-1	CNOT4P1	CNOT4P1	13
ENSG00000113068	139624624	139682706	-1	PFDN1	PFDN1	5
ENSG00000233780	21512703	21523738	-1	HNRNPA1P30	HNRNPA1P30	13
ENSG00000162849	245318287	245872733	1	KIF26B	KIF26B	1
ENSG00000168077	27491385	27534293	1	SCARA3	SCARA3	8
ENSG00000181555	47057919	47205457	-1	SETD2	SETD2	3
ENSG00000152086	130949318	130956034	-1	TUBA3E	TUBA3E	2
ENSG00000260717	34538284	34540254	1	CCL4L1	CCL4L1	HG75_PATCH
ENSG00000125977	32676104	32700138	-1	EIF2S2	EIF2S2	20
ENSG00000163357	155006300	155023406	1	DCST1	DCST1	1
ENSG00000234363	21530318	21530582	-1	PPIAP27	PPIAP27	13
ENSG00000213621	21535449	21536334	1	RPSAP54	RPSAP54	13
ENSG00000238893	21543457	21543555	1	snoU13		13
ENSG00000251902	21573506	21573606	-1	RNU6-51P	RNU6-51P	13
ENSG00000233851	21579296	21592261	1	LATS2-AS1	LATS2-AS1	13
ENSG00000175567	73685712	73694352	-1	UCP2	UCP2	11
ENSG00000239704	15339332	15406922	-1	CDRT4	CDRT4	17
ENSG00000110442	36295051	36310999	-1	COMMD9	COMMD9	11
ENSG00000201821	21612668	21612806	-1	RNU4-9P	RNU4-9P	13
ENSG00000257230	59917059	59917965	-1	RP11-272B17.2		12
ENSG00000180172	21668457	21668853	-1	RPS12P23	RPS12P23	13
ENSG00000234602	54515442	54523143	-1	MCIDAS	MCIDAS	5
ENSG00000225585	21677142	21678510	-1	IPPKP1	IPPKP1	13
ENSG00000087253	55542910	55620582	1	LPCAT2	LPCAT2	16
ENSG00000252128	21714025	21714096	-1	SNORD27		13
ENSG00000263607	21716330	21716629	-1	RN7SL80P	RN7SL80P	13
ENSG00000147160	69260392	69269788	-1	AWAT2	AWAT2	X
ENSG00000271250	21790694	21790799	1	RP11-101P17.14		13
ENSG00000259795	34581015	34591935	-1	TBC1D3		HG75_PATCH
ENSG00000233405	21808707	21809343	1	LINC01046	LINC01046	13
ENSG00000141574	80278900	80291950	-1	SECTM1	SECTM1	17
ENSG00000154079	71276620	71299272	1	C6orf57	C6orf57	6
ENSG00000235438	21834154	21867568	1	ESRRAP2	ESRRAP2	13
ENSG00000259024	15339338	15466875	-1	TVP23C-CDRT4	TVP23C-CDRT4	17
ENSG00000177992	90497741	90503814	1	SPATA31E1	SPATA31E1	9
ENSG00000144591	220363589	220371710	1	GMPPA	GMPPA	2
ENSG00000181031	62293	236045	-1	RPH3AL	RPH3AL	17
ENSG00000229137	21861545	21868998	1	RP11-101P17.11		13
ENSG00000257544	33199096	33201475	-1	CR847849.1		HSCHR6_MHC_MANN
ENSG00000169410	75759462	75871630	-1	PTPN9	PTPN9	15
ENSG00000233325	21872278	21880512	1	MIPEPP3	MIPEPP3	13
ENSG00000167748	51322404	51327043	-1	KLK1	KLK1	19
ENSG00000260287	34651203	34662129	1	TBC1D3G		HG75_PATCH
ENSG00000115561	86730554	86948245	-1	CHMP3	CHMP3	2
ENSG00000136710	131095814	131099922	-1	CCDC115	CCDC115	2
ENSG00000113070	139712428	139726216	-1	HBEGF	HBEGF	5
ENSG00000224429	21877654	21922860	-1	LINC00422		13
ENSG00000103160	84155886	84178797	-1	HSDL1	HSDL1	16
ENSG00000188828	102962152	102983583	-1	GLRA4	GLRA4	X
ENSG00000245017	98879322	98897633	-1	RP11-181C3.1		12
ENSG00000215571	21893231	21895005	1	GRK6P1	GRK6P1	13
ENSG00000105610	12995237	12997995	-1	KLF1	KLF1	19
ENSG00000259801	34704907	34715799	-1	AC126327.5		HG75_PATCH
ENSG00000180758	9160364	9189229	-1	GPR157	GPR157	1
ENSG00000101440	32782375	32857150	1	ASIP	ASIP	20
ENSG00000104408	109213445	109447562	-1	EIF3E	EIF3E	8
ENSG00000124782	7107830	7252213	1	RREB1	RREB1	6
ENSG00000196914	120207787	120360645	1	ARHGEF12	ARHGEF12	11
ENSG00000235076	21932512	21933453	1	GAPDHP52	GAPDHP52	13
ENSG00000152669	54526980	54529508	-1	CCNO	CCNO	5
ENSG00000118596	59989848	60176395	1	SLC16A7	SLC16A7	12
ENSG00000111885	119498374	119670926	-1	MAN1A1	MAN1A1	6
ENSG00000185420	245912642	246670614	-1	SMYD3	SMYD3	1
ENSG00000179363	102965837	102968956	1	TMEM31	TMEM31	X
ENSG00000074211	6322305	6565327	-1	PPP2R2C	PPP2R2C	4
ENSG00000175106	15341205	15466909	-1	TVP23C	TVP23C	17
ENSG00000258388	32121622	32139755	1	PPT2-EGFL8	PPT2-EGFL8	6
ENSG00000249884	86732791	86948245	-1	RNF103-CHMP3	RNF103-CHMP3	2
ENSG00000184613	44902058	45315631	-1	NELL2	NELL2	12
ENSG00000253459	50064193	50065882	-1	AL139099.1		14
ENSG00000049239	9294834	9331396	1	H6PD	H6PD	1
ENSG00000156345	90581356	90589668	-1	CDK20	CDK20	9
ENSG00000222747	21943929	21944038	-1	RNA5SP25	RNA5SP25	13
ENSG00000105261	36602104	36604613	1	OVOL3	OVOL3	19
ENSG00000236953	21951116	21952013	-1	ZDHHC20-IT1	ZDHHC20-IT1	13
ENSG00000101444	32868074	32899608	-1	AHCY	AHCY	20
ENSG00000226908	22057973	22058313	-1	HIST1H2BPS3	HIST1H2BPS3	13
ENSG00000238878	22101939	22102039	-1	snoU13		13
ENSG00000230022	22104829	22105462	1	FNTAP2	FNTAP2	13
ENSG00000207518	22125443	22125549	-1	RNU6-59P	RNU6-59P	13
ENSG00000135362	36317838	36486754	1	PRR5L	PRR5L	11
ENSG00000226525	22202552	22203154	-1	RPS7P10	RPS7P10	13
ENSG00000244197	22364676	22364982	1	RN7SL766P	RN7SL766P	13
ENSG00000165501	50065415	50081390	1	LRR1	LRR1	14
ENSG00000171621	9352939	9429591	1	SPSB1	SPSB1	1
ENSG00000226722	22446909	22449705	-1	LINC00424	LINC00424	13
ENSG00000112305	71377479	71571718	1	SMAP1	SMAP1	6
ENSG00000105258	36604612	36606248	-1	POLR2I	POLR2I	19
ENSG00000237175	22673302	22673683	-1	NME1P1	NME1P1	13
ENSG00000226118	22687258	22687477	-1	MTND3P1	MTND3P1	13
ENSG00000127989	91321323	91510034	-1	MTERF	MTERF	7
ENSG00000232187	23270162	23270713	-1	FTH1P7	FTH1P7	13
ENSG00000168778	124155660	124192948	1	TCTN2	TCTN2	12
ENSG00000225777	23278878	23280345	-1	DDX39AP1	DDX39AP1	13
ENSG00000165568	4828821	4890254	1	AKR1E2	AKR1E2	10
ENSG00000253094	23377284	23377363	1	SNORD36		13
ENSG00000237952	23377435	23377787	1	RPL7AP73	RPL7AP73	13
ENSG00000171612	9599541	9645237	1	SLC25A33	SLC25A33	1
ENSG00000226507	23411165	23412019	-1	IPMKP1	IPMKP1	13
ENSG00000231650	23424240	23424700	1	RFESDP1	RFESDP1	13
ENSG00000268716	52922915	52922980	1	AC055736.1		12
ENSG00000229556	23425912	23428277	1	RP11-363G2.4		13
ENSG00000105607	13001840	13025021	1	GCDH	GCDH	19
ENSG00000240341	23453264	23453338	-1	AL162853.1		13
ENSG00000272916	75556272	75571409	-1	RP11-574K11.31		10
ENSG00000262619	23468795	23490508	-1	LINC00621	LINC00621	13
ENSG00000111886	89966927	90025018	-1	GABRR2	GABRR2	6
ENSG00000139648	52937693	52946931	-1	KRT71	KRT71	12
ENSG00000230535	23471480	23472144	-1	BASP1P1	BASP1P1	13
ENSG00000100243	43013846	43045574	-1	CYB5R3	CYB5R3	22
ENSG00000234685	23489790	23490662	1	NUS1P2	NUS1P2	13
ENSG00000139053	15125956	15134799	1	PDE6H	PDE6H	12
ENSG00000262198	23492730	23498741	1	RP11-124N19.3		13
ENSG00000212432	9597654	9597801	1	SNORA75		12
ENSG00000104412	109455830	109499145	1	EMC2	EMC2	8
ENSG00000123560	103028647	103047548	1	PLP1	PLP1	X
ENSG00000178691	30264037	30328064	1	SUZ12	SUZ12	17
ENSG00000165502	50085237	50087403	-1	RPL36AL	RPL36AL	14
ENSG00000162851	246703862	246729626	-1	TFB2M	TFB2M	1
ENSG00000175564	73711326	73720480	-1	UCP3	UCP3	11
ENSG00000170484	52959566	52967609	-1	KRT74	KRT74	12
ENSG00000198833	90036344	90062567	-1	UBE2J1	UBE2J1	6
ENSG00000168282	50087489	50090198	1	MGAT2	MGAT2	14
ENSG00000134533	15260717	15501609	-1	RERG	RERG	12
ENSG00000154099	84178865	84212373	1	DNAAF1	DNAAF1	16
ENSG00000166507	75561669	75571589	-1	NDST2	NDST2	10
ENSG00000092067	23586513	23588825	-1	CEBPE	CEBPE	14
ENSG00000165506	50091892	50101948	-1	DNAAF2	DNAAF2	14
ENSG00000106723	91003334	91093609	1	SPIN1	SPIN1	9
ENSG00000169371	75890424	75918810	-1	SNUPN	SNUPN	15
ENSG00000106328	127231463	127242198	1	FSCN3	FSCN3	7
ENSG00000187122	98757795	98945677	-1	SLIT1	SLIT1	10
ENSG00000099622	1259384	1274879	1	CIRBP	CIRBP	19
ENSG00000146350	121400640	121655891	-1	TBC1D32	TBC1D32	6
ENSG00000239305	86830516	86850989	-1	RNF103	RNF103	2
ENSG00000174562	51328545	51340469	-1	KLK15	KLK15	19
ENSG00000147419	27590835	27630170	-1	CCDC25	CCDC25	8
ENSG00000162852	246729746	246831886	1	CNST	CNST	1
ENSG00000122679	45197390	45225901	1	RAMP3	RAMP3	7
ENSG00000025039	90074355	90121989	-1	RRAGD	RRAGD	6
ENSG00000162669	91726323	91870426	-1	HFM1	HFM1	1
ENSG00000106366	100770370	100782547	1	SERPINE1	SERPINE1	7
ENSG00000256812	55600584	55601599	1	CAPNS2	CAPNS2	16
ENSG00000212673	32379174	32380745	1	AL136115.1		1
ENSG00000130045	91150016	91199189	1	NXNL2	NXNL2	9
ENSG00000188807	9648932	9674935	1	TMEM201	TMEM201	1
ENSG00000139372	104359582	104382652	1	TDG	TDG	12
ENSG00000153561	86947296	87005164	1	RMND5A	RMND5A	2
ENSG00000147274	135930163	135962923	-1	RBMX	RBMX	X
ENSG00000214776	9620148	9728864	1	RP11-726G1.1		12
ENSG00000186354	91605778	91611055	1	C9orf47	C9orf47	9
ENSG00000256975	9658943	9661036	-1	RP11-525E9.1		12
ENSG00000170486	52979373	52995322	-1	KRT72	KRT72	12
ENSG00000105254	36605191	36616849	1	TBCB	TBCB	19
ENSG00000113073	139739787	139754728	1	SLC4A9	SLC4A9	5
ENSG00000121774	32479430	32526451	1	KHDRBS1	KHDRBS1	1
ENSG00000266633	9699564	9699633	1	AC006432.1		12
ENSG00000212345	9776718	9776824	-1	RNU6-700P	RNU6-700P	12
ENSG00000092068	23594504	23652883	-1	SLC7A8	SLC7A8	14
ENSG00000106367	100797678	100804877	1	AP1S1	AP1S1	7
ENSG00000143653	246887349	246931439	1	SCCPDH	SCCPDH	1
ENSG00000120802	98909290	98944157	1	TMPO	TMPO	12
ENSG00000256594	9787188	9811008	1	RP11-705C15.2		12
ENSG00000213694	91606362	91619925	1	S1PR3	S1PR3	9
ENSG00000267318	58018269	58050462	1	RP11-178C3.1		17
ENSG00000233719	9794398	9795603	1	GOT2P3	GOT2P3	12
ENSG00000272917	9795468	9809666	1	RP11-705C15.5		12
ENSG00000100479	50110273	50155140	-1	POLE2	POLE2	14
ENSG00000256442	9799610	9800605	-1	RP11-705C15.4		12
ENSG00000142515	51358171	51364020	1	KLK3	KLK3	19
ENSG00000181464	15468797	15469590	-1	CDRT1		17
ENSG00000129235	6544078	6547861	1	TXNDC17	TXNDC17	17
ENSG00000078747	32951041	33099198	1	ITCH	ITCH	20
ENSG00000148082	91628060	91793682	-1	SHC3	SHC3	9
ENSG00000122008	74807581	74896969	1	POLK	POLK	5
ENSG00000185158	30334891	30380523	1	LRRC37B	LRRC37B	17
ENSG00000091583	64208151	64252643	-1	APOH	APOH	17
ENSG00000189050	58029601	58042122	-1	RNFT1	RNFT1	17
ENSG00000237814	30977672	30978494	-1	SFTA2	SFTA2	HSCHR6_MHC_MCF
ENSG00000164841	109619079	109799844	-1	TMEM74	TMEM74	8
ENSG00000241322	15468798	15522826	-1	CDRT1	CDRT1	17
ENSG00000189401	69282341	69284029	1	OTUD6A	OTUD6A	X
ENSG00000103546	55689516	55740104	1	SLC6A2	SLC6A2	16
ENSG00000174417	110098850	110131813	1	TRHR	TRHR	8
ENSG00000169228	176728199	176730745	-1	RAB24	RAB24	5
ENSG00000112309	71566382	71666741	-1	B3GAT2	B3GAT2	6
ENSG00000089289	69353299	69386174	1	IGBP1	IGBP1	X
ENSG00000257232	30987293	30997453	1	DPCR1	DPCR1	HSCHR6_MHC_MCF
ENSG00000257027	9811163	9814681	1	RP11-705C15.3		12
ENSG00000213443	9847980	9848823	1	RP11-75L1.2		12
ENSG00000256582	9856673	9861946	1	RP11-75L1.1		12
